#miRNA	read_count	precursor	total	seq	seq(norm)
mmu-miR-6357	0.00	mmu-mir-6357	0.00	0	0
mmu-miR-6358	0.00	mmu-mir-6358	0.00	0	0
mmu-miR-6359	0.00	mmu-mir-6359	0.00	0	0
mmu-miR-6360	0.00	mmu-mir-6360	0.00	0	0
mmu-miR-6361	0.00	mmu-mir-6361	0.00	0	0
mmu-miR-6362	0.00	mmu-mir-6362	0.00	0	0
mmu-miR-6363	0.00	mmu-mir-6363	0.00	0	0
mmu-miR-6364	0.00	mmu-mir-6364	0.00	0	0
mmu-miR-6365	0.00	mmu-mir-6365	0.00	0	0
mmu-miR-6366	0.00	mmu-mir-6366	0.00	0	0
mmu-miR-6367	0.00	mmu-mir-6367	0.00	0	0
mmu-miR-6368	0.00	mmu-mir-6368	0.00	0	0
mmu-miR-6369	0.00	mmu-mir-6369	0.00	0	0
mmu-miR-6370	0.00	mmu-mir-6370	0.00	0	0
mmu-miR-6371	0.00	mmu-mir-6371	0.00	0	0
mmu-miR-6372	0.00	mmu-mir-6372	0.00	0	0
mmu-miR-6373	0.00	mmu-mir-6373	0.00	0	0
mmu-miR-6374	0.00	mmu-mir-6374	0.00	0	0
mmu-miR-6375	0.00	mmu-mir-6375	0.00	0	0
mmu-miR-6376	0.00	mmu-mir-6376	0.00	0	0
mmu-miR-6377	0.00	mmu-mir-6377	0.00	0	0
mmu-miR-6378	0.00	mmu-mir-6378	0.00	0	0
mmu-miR-6379	0.00	mmu-mir-6379	0.00	0	0
mmu-miR-6380	0.00	mmu-mir-6380	0.00	0	0
mmu-miR-6381	0.00	mmu-mir-6381	0.00	0	0
mmu-miR-6382	0.00	mmu-mir-6382	0.00	0	0
mmu-miR-6383	0.00	mmu-mir-6383	0.00	0	0
mmu-miR-6384	0.00	mmu-mir-6384	0.00	0	0
mmu-miR-6385	0.00	mmu-mir-6385	0.00	0	0
mmu-miR-6386	0.00	mmu-mir-6386	0.00	0	0
mmu-miR-6387	0.00	mmu-mir-6387	0.00	0	0
mmu-miR-6388	0.00	mmu-mir-6388	0.00	0	0
mmu-miR-6389	0.00	mmu-mir-6389	0.00	0	0
mmu-miR-6390	0.00	mmu-mir-6390	0.00	0	0
mmu-miR-6391	0.00	mmu-mir-6391	0.00	0	0
mmu-miR-6392-5p	0.00	mmu-mir-6392	0.00	0	0
mmu-miR-6392-3p	0.00	mmu-mir-6392	0.00	0	0
mmu-miR-6393	0.00	mmu-mir-6393	0.00	0	0
mmu-miR-6394	0.00	mmu-mir-6394	0.00	0	0
mmu-miR-6395	0.00	mmu-mir-6395	0.00	0	0
mmu-miR-6396	0.00	mmu-mir-6396	0.00	0	0
mmu-miR-6397	0.00	mmu-mir-6397	0.00	0	0
mmu-miR-6398	0.00	mmu-mir-6398	0.00	0	0
mmu-miR-6399	0.00	mmu-mir-6399	0.00	0	0
mmu-miR-6400	0.00	mmu-mir-6400	0.00	0	0
mmu-miR-6401	0.00	mmu-mir-6401	0.00	0	0
mmu-miR-6402	0.00	mmu-mir-6402	0.00	0	0
mmu-miR-6403	0.00	mmu-mir-6403	0.00	0	0
mmu-miR-6404	0.00	mmu-mir-6404	0.00	0	0
mmu-miR-6405	0.00	mmu-mir-6405	0.00	0	0
mmu-miR-6406	0.00	mmu-mir-6406	0.00	0	0
mmu-miR-6407	0.00	mmu-mir-6407	0.00	0	0
mmu-miR-6408	0.00	mmu-mir-6408	0.00	0	0
mmu-miR-6409	0.00	mmu-mir-6409	0.00	0	0
mmu-miR-6410	0.00	mmu-mir-6410	0.00	0	0
mmu-miR-6411	0.00	mmu-mir-6411	0.00	0	0
mmu-miR-6412	0.00	mmu-mir-6412	0.00	0	0
mmu-miR-6413	0.00	mmu-mir-6413	0.00	0	0
mmu-miR-6414	0.00	mmu-mir-6414	0.00	0	0
mmu-miR-6415	0.00	mmu-mir-6415	0.00	0	0
mmu-miR-6416-5p	0.00	mmu-mir-6416	0.00	0	0
mmu-miR-6416-3p	0.00	mmu-mir-6416	0.00	0	0
mmu-miR-6417	0.00	mmu-mir-6417	0.00	0	0
mmu-miR-6418-5p	0.00	mmu-mir-6418	0.00	0	0
mmu-miR-6418-3p	0.00	mmu-mir-6418	0.00	0	0
mmu-miR-6419	0.00	mmu-mir-6419	0.00	0	0
mmu-miR-6420	0.00	mmu-mir-6420	0.00	0	0
mmu-miR-6481	0.00	mmu-mir-6481	0.00	0	0
mmu-miR-6516-5p	0.00	mmu-mir-6516	0.00	0	0
mmu-miR-6516-3p	0.00	mmu-mir-6516	0.00	0	0
mmu-miR-652-5p	0.00	mmu-mir-652	0.00	0	0
mmu-miR-652-3p	0.00	mmu-mir-652	0.00	0	0
mmu-miR-653-5p	0.00	mmu-mir-653	0.00	0	0
mmu-miR-653-3p	0.00	mmu-mir-653	0.00	0	0
mmu-miR-6537-5p	0.00	mmu-mir-6537	0.00	0	0
mmu-miR-6537-3p	0.00	mmu-mir-6537	0.00	0	0
mmu-miR-6538	0.00	mmu-mir-6538	0.00	0	0
mmu-miR-6539	0.00	mmu-mir-6539	0.00	0	0
mmu-miR-654-5p	0.00	mmu-mir-654	0.00	0	0
mmu-miR-654-3p	0.00	mmu-mir-654	0.00	0	0
mmu-miR-6540-5p	0.00	mmu-mir-6540	0.00	0	0
mmu-miR-6540-3p	0.00	mmu-mir-6540	0.00	0	0
mmu-miR-6541	0.00	mmu-mir-6541	0.00	0	0
mmu-miR-6546-5p	0.00	mmu-mir-6546	0.00	0	0
mmu-miR-6546-3p	0.00	mmu-mir-6546	0.00	0	0
mmu-miR-664-5p	0.00	mmu-mir-664	0.00	0	0
mmu-miR-664-3p	0.00	mmu-mir-664	0.00	0	0
mmu-miR-665-5p	0.00	mmu-mir-665	0.00	0	0
mmu-miR-665-3p	0.00	mmu-mir-665	0.00	0	0
mmu-miR-666-5p	0.00	mmu-mir-666	0.00	0	0
mmu-miR-666-3p	0.00	mmu-mir-666	0.00	0	0
mmu-miR-667-5p	0.00	mmu-mir-667	0.00	0	0
mmu-miR-667-3p	0.00	mmu-mir-667	0.00	0	0
mmu-miR-668-5p	0.00	mmu-mir-668	0.00	0	0
mmu-miR-668-3p	0.00	mmu-mir-668	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-1	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-1	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-10	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-10	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-11	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-11	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-12	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-12	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-2	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-2	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-3	0.00	0	0
mmu-miR-669a-3-3p	0.00	mmu-mir-669a-3	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-4	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-4	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-5	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-5	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-6	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-6	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-7	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-7	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-8	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-8	0.00	0	0
mmu-miR-669a-5p	0.00	mmu-mir-669a-9	0.00	0	0
mmu-miR-669a-3p	0.00	mmu-mir-669a-9	0.00	0	0
mmu-miR-669b-5p	0.00	mmu-mir-669b	0.00	0	0
mmu-miR-669b-3p	0.00	mmu-mir-669b	0.00	0	0
mmu-miR-669c-5p	0.00	mmu-mir-669c	0.00	0	0
mmu-miR-669c-3p	0.00	mmu-mir-669c	0.00	0	0
mmu-miR-669d-5p	0.00	mmu-mir-669d	0.00	0	0
mmu-miR-669d-3p	0.00	mmu-mir-669d	0.00	0	0
mmu-miR-669d-2-3p	0.00	mmu-mir-669d	0.00	0	0
mmu-miR-669d-5p	0.00	mmu-mir-669d-2	0.00	0	0
mmu-miR-669d-3p	0.00	mmu-mir-669d-2	0.00	0	0
mmu-miR-669d-2-3p	0.00	mmu-mir-669d-2	0.00	0	0
mmu-miR-669e-5p	0.00	mmu-mir-669e	0.00	0	0
mmu-miR-669e-3p	0.00	mmu-mir-669e	0.00	0	0
mmu-miR-669f-5p	0.00	mmu-mir-669f	0.00	0	0
mmu-miR-669f-3p	0.00	mmu-mir-669f	0.00	0	0
mmu-miR-669g	0.00	mmu-mir-669g	0.00	0	0
mmu-miR-669h-5p	0.00	mmu-mir-669h	0.00	0	0
mmu-miR-669h-3p	0.00	mmu-mir-669h	0.00	0	0
mmu-miR-669i	0.00	mmu-mir-669i	0.00	0	0
mmu-miR-669j	0.00	mmu-mir-669j	0.00	0	0
mmu-miR-669k-5p	0.00	mmu-mir-669k	0.00	0	0
mmu-miR-669k-3p	0.00	mmu-mir-669k	0.00	0	0
mmu-miR-669l-5p	0.00	mmu-mir-669l	0.00	0	0
mmu-miR-669l-3p	0.00	mmu-mir-669l	0.00	0	0
mmu-miR-669m-5p	0.00	mmu-mir-669m-1	0.00	0	0
mmu-miR-669m-3p	0.00	mmu-mir-669m-1	0.00	0	0
mmu-miR-669m-5p	0.00	mmu-mir-669m-2	0.00	0	0
mmu-miR-669m-3p	0.00	mmu-mir-669m-2	0.00	0	0
mmu-miR-669n	0.00	mmu-mir-669n	0.00	0	0
mmu-miR-669o-5p	0.00	mmu-mir-669o	0.00	0	0
mmu-miR-669o-3p	0.00	mmu-mir-669o	0.00	0	0
mmu-miR-669p-5p	0.00	mmu-mir-669p-1	0.00	0	0
mmu-miR-669p-3p	0.00	mmu-mir-669p-1	0.00	0	0
mmu-miR-669p-5p	0.00	mmu-mir-669p-2	0.00	0	0
mmu-miR-669p-3p	0.00	mmu-mir-669p-2	0.00	0	0
mmu-miR-670-5p	0.00	mmu-mir-670	0.00	0	0
mmu-miR-670-3p	0.00	mmu-mir-670	0.00	0	0
mmu-miR-671-5p	0.00	mmu-mir-671	0.00	0	0
mmu-miR-671-3p	1.00	mmu-mir-671	1.00	1.00	307.50
mmu-miR-6715-5p	0.00	mmu-mir-6715	0.00	0	0
mmu-miR-6715-3p	0.00	mmu-mir-6715	0.00	0	0
mmu-miR-672-5p	0.00	mmu-mir-672	0.00	0	0
mmu-miR-672-3p	0.00	mmu-mir-672	0.00	0	0
mmu-miR-673-5p	0.00	mmu-mir-673	0.00	0	0
mmu-miR-673-3p	0.00	mmu-mir-673	0.00	0	0
mmu-miR-674-5p	0.00	mmu-mir-674	0.00	0	0
mmu-miR-674-3p	1.00	mmu-mir-674	1.00	1.00	307.50
mmu-miR-675-5p	0.00	mmu-mir-675	0.00	0	0
mmu-miR-675-3p	0.00	mmu-mir-675	0.00	0	0
mmu-miR-676-5p	0.00	mmu-mir-676	0.00	0	0
mmu-miR-676-3p	0.00	mmu-mir-676	0.00	0	0
mmu-miR-6769b-5p	0.00	mmu-mir-6769b	0.00	0	0
mmu-miR-6769b-3p	0.00	mmu-mir-6769b	0.00	0	0
mmu-miR-677-5p	0.00	mmu-mir-677	0.00	0	0
mmu-miR-677-3p	0.00	mmu-mir-677	0.00	0	0
mmu-miR-678	0.00	mmu-mir-678	0.00	0	0
mmu-miR-679-5p	0.00	mmu-mir-679	0.00	0	0
mmu-miR-679-3p	0.00	mmu-mir-679	0.00	0	0
mmu-miR-680	0.00	mmu-mir-680-1	0.00	0	0
mmu-miR-680	0.00	mmu-mir-680-2	0.00	0	0
mmu-miR-680	0.00	mmu-mir-680-3	0.00	0	0
mmu-miR-681	0.00	mmu-mir-681	0.00	0	0
mmu-miR-682	0.00	mmu-mir-682	0.00	0	0
mmu-miR-683	0.00	mmu-mir-683-1	0.00	0	0
mmu-miR-683	0.00	mmu-mir-683-2	0.00	0	0
mmu-miR-684	0.00	mmu-mir-684-1	0.00	0	0
mmu-miR-684	0.00	mmu-mir-684-2	0.00	0	0
mmu-miR-686	0.00	mmu-mir-686	0.00	0	0
mmu-miR-687	0.00	mmu-mir-687	0.00	0	0
mmu-miR-688	0.00	mmu-mir-688	0.00	0	0
mmu-miR-6896-5p	0.00	mmu-mir-6896	0.00	0	0
mmu-miR-6896-3p	0.00	mmu-mir-6896	0.00	0	0
mmu-miR-6897-5p	0.00	mmu-mir-6897	0.00	0	0
mmu-miR-6897-3p	0.00	mmu-mir-6897	0.00	0	0
mmu-miR-6898-5p	0.00	mmu-mir-6898	0.00	0	0
mmu-miR-6898-3p	0.00	mmu-mir-6898	0.00	0	0
mmu-miR-6899-5p	0.00	mmu-mir-6899	0.00	0	0
mmu-miR-6899-3p	0.00	mmu-mir-6899	0.00	0	0
mmu-miR-690	1.00	mmu-mir-690	1.00	1.00	307.50
mmu-miR-6900-5p	0.00	mmu-mir-6900	0.00	0	0
mmu-miR-6900-3p	0.00	mmu-mir-6900	0.00	0	0
mmu-miR-6901-5p	0.00	mmu-mir-6901	0.00	0	0
mmu-miR-6901-3p	0.00	mmu-mir-6901	0.00	0	0
mmu-miR-6902-5p	0.00	mmu-mir-6902	0.00	0	0
mmu-miR-6902-3p	0.00	mmu-mir-6902	0.00	0	0
mmu-miR-6903-5p	0.00	mmu-mir-6903	0.00	0	0
mmu-miR-6903-3p	0.00	mmu-mir-6903	0.00	0	0
mmu-miR-6904-5p	0.00	mmu-mir-6904	0.00	0	0
mmu-miR-6904-3p	0.00	mmu-mir-6904	0.00	0	0
mmu-miR-6905-5p	0.00	mmu-mir-6905	0.00	0	0
mmu-miR-6905-3p	0.00	mmu-mir-6905	0.00	0	0
mmu-miR-6906-5p	0.00	mmu-mir-6906	0.00	0	0
mmu-miR-6906-3p	0.00	mmu-mir-6906	0.00	0	0
mmu-miR-6907-5p	0.00	mmu-mir-6907	0.00	0	0
mmu-miR-6907-3p	0.00	mmu-mir-6907	0.00	0	0
mmu-miR-6908-5p	0.00	mmu-mir-6908	0.00	0	0
mmu-miR-6908-3p	0.00	mmu-mir-6908	0.00	0	0
mmu-miR-6909-5p	0.00	mmu-mir-6909	0.00	0	0
mmu-miR-6909-3p	0.00	mmu-mir-6909	0.00	0	0
mmu-miR-691	0.00	mmu-mir-691	0.00	0	0
mmu-miR-6910-5p	0.00	mmu-mir-6910	0.00	0	0
mmu-miR-6910-3p	0.00	mmu-mir-6910	0.00	0	0
mmu-miR-6911-5p	0.00	mmu-mir-6911	0.00	0	0
mmu-miR-6911-3p	0.00	mmu-mir-6911	0.00	0	0
mmu-miR-6912-5p	0.00	mmu-mir-6912	0.00	0	0
mmu-miR-6912-3p	0.00	mmu-mir-6912	0.00	0	0
mmu-miR-6913-5p	0.00	mmu-mir-6913	0.00	0	0
mmu-miR-6913-3p	0.00	mmu-mir-6913	0.00	0	0
mmu-miR-6914-5p	0.00	mmu-mir-6914	0.00	0	0
mmu-miR-6914-3p	0.00	mmu-mir-6914	0.00	0	0
mmu-miR-6915-5p	0.00	mmu-mir-6915	0.00	0	0
mmu-miR-6915-3p	0.00	mmu-mir-6915	0.00	0	0
mmu-miR-6916-5p	0.00	mmu-mir-6916	0.00	0	0
mmu-miR-6916-3p	0.00	mmu-mir-6916	0.00	0	0
mmu-miR-6917-5p	0.00	mmu-mir-6917	0.00	0	0
mmu-miR-6917-3p	0.00	mmu-mir-6917	0.00	0	0
mmu-miR-6918-5p	0.00	mmu-mir-6918	0.00	0	0
mmu-miR-6918-3p	0.00	mmu-mir-6918	0.00	0	0
mmu-miR-6919-5p	0.00	mmu-mir-6919	0.00	0	0
mmu-miR-6919-3p	0.00	mmu-mir-6919	0.00	0	0
mmu-miR-692	0.00	mmu-mir-692-1	0.00	0	0
mmu-miR-692	0.00	mmu-mir-692-2	0.00	0	0
mmu-miR-692	0.00	mmu-mir-692-3	0.00	0	0
mmu-miR-6920-5p	0.00	mmu-mir-6920	0.00	0	0
mmu-miR-6920-3p	0.00	mmu-mir-6920	0.00	0	0
mmu-miR-6921-5p	0.00	mmu-mir-6921	0.00	0	0
mmu-miR-6921-3p	0.00	mmu-mir-6921	0.00	0	0
mmu-miR-6922-5p	0.00	mmu-mir-6922	0.00	0	0
mmu-miR-6922-3p	0.00	mmu-mir-6922	0.00	0	0
mmu-miR-6923-5p	0.00	mmu-mir-6923	0.00	0	0
mmu-miR-6923-3p	0.00	mmu-mir-6923	0.00	0	0
mmu-miR-6924-5p	0.00	mmu-mir-6924	0.00	0	0
mmu-miR-6924-3p	0.00	mmu-mir-6924	0.00	0	0
mmu-miR-6925-5p	0.00	mmu-mir-6925	0.00	0	0
mmu-miR-6925-3p	0.00	mmu-mir-6925	0.00	0	0
mmu-miR-6926-5p	0.00	mmu-mir-6926	0.00	0	0
mmu-miR-6926-3p	0.00	mmu-mir-6926	0.00	0	0
mmu-miR-6927-5p	0.00	mmu-mir-6927	0.00	0	0
mmu-miR-6927-3p	0.00	mmu-mir-6927	0.00	0	0
mmu-miR-6928-5p	0.00	mmu-mir-6928	0.00	0	0
mmu-miR-6928-3p	0.00	mmu-mir-6928	0.00	0	0
mmu-miR-6929-5p	0.00	mmu-mir-6929	0.00	0	0
mmu-miR-6929-3p	0.00	mmu-mir-6929	0.00	0	0
mmu-miR-693-5p	0.00	mmu-mir-693	0.00	0	0
mmu-miR-693-3p	0.00	mmu-mir-693	0.00	0	0
mmu-miR-6930-5p	0.00	mmu-mir-6930	0.00	0	0
mmu-miR-6930-3p	0.00	mmu-mir-6930	0.00	0	0
mmu-miR-6931-5p	0.00	mmu-mir-6931	0.00	0	0
mmu-miR-6931-3p	0.00	mmu-mir-6931	0.00	0	0
mmu-miR-6932-5p	0.00	mmu-mir-6932	0.00	0	0
mmu-miR-6932-3p	0.00	mmu-mir-6932	0.00	0	0
mmu-miR-6933-5p	0.00	mmu-mir-6933	0.00	0	0
mmu-miR-6933-3p	0.00	mmu-mir-6933	0.00	0	0
mmu-miR-6934-5p	0.00	mmu-mir-6934	0.00	0	0
mmu-miR-6934-3p	0.00	mmu-mir-6934	0.00	0	0
mmu-miR-6935-5p	0.00	mmu-mir-6935	0.00	0	0
mmu-miR-6935-3p	0.00	mmu-mir-6935	0.00	0	0
mmu-miR-6936-5p	0.00	mmu-mir-6936	0.00	0	0
mmu-miR-6936-3p	0.00	mmu-mir-6936	0.00	0	0
mmu-miR-6937-5p	0.00	mmu-mir-6937	0.00	0	0
mmu-miR-6937-3p	0.00	mmu-mir-6937	0.00	0	0
mmu-miR-6938-5p	0.00	mmu-mir-6938	0.00	0	0
mmu-miR-6938-3p	0.00	mmu-mir-6938	0.00	0	0
mmu-miR-6939-5p	0.00	mmu-mir-6939	0.00	0	0
mmu-miR-6939-3p	0.00	mmu-mir-6939	0.00	0	0
mmu-miR-694	0.00	mmu-mir-694	0.00	0	0
mmu-miR-6940-5p	0.00	mmu-mir-6940	0.00	0	0
mmu-miR-6940-3p	0.00	mmu-mir-6940	0.00	0	0
mmu-miR-6941-5p	0.00	mmu-mir-6941	0.00	0	0
mmu-miR-6941-3p	0.00	mmu-mir-6941	0.00	0	0
mmu-miR-6942-5p	0.00	mmu-mir-6942	0.00	0	0
mmu-miR-6942-3p	0.00	mmu-mir-6942	0.00	0	0
mmu-miR-6943-5p	0.00	mmu-mir-6943	0.00	0	0
mmu-miR-6943-3p	0.00	mmu-mir-6943	0.00	0	0
mmu-miR-6944-5p	0.00	mmu-mir-6944	0.00	0	0
mmu-miR-6944-3p	0.00	mmu-mir-6944	0.00	0	0
mmu-miR-6945-5p	0.00	mmu-mir-6945	0.00	0	0
mmu-miR-6945-3p	0.00	mmu-mir-6945	0.00	0	0
mmu-miR-6946-5p	0.00	mmu-mir-6946	0.00	0	0
mmu-miR-6946-3p	0.00	mmu-mir-6946	0.00	0	0
mmu-miR-6947-5p	0.00	mmu-mir-6947	0.00	0	0
mmu-miR-6947-3p	0.00	mmu-mir-6947	0.00	0	0
mmu-miR-6948-5p	0.00	mmu-mir-6948	0.00	0	0
mmu-miR-6948-3p	0.00	mmu-mir-6948	0.00	0	0
mmu-miR-6949-5p	0.00	mmu-mir-6949	0.00	0	0
mmu-miR-6949-3p	0.00	mmu-mir-6949	0.00	0	0
mmu-miR-695	0.00	mmu-mir-695	0.00	0	0
mmu-miR-6950-5p	0.00	mmu-mir-6950	0.00	0	0
mmu-miR-6950-3p	0.00	mmu-mir-6950	0.00	0	0
mmu-miR-6951-5p	0.00	mmu-mir-6951	0.00	0	0
mmu-miR-6951-3p	0.00	mmu-mir-6951	0.00	0	0
mmu-miR-6952-5p	0.00	mmu-mir-6952	0.00	0	0
mmu-miR-6952-3p	0.00	mmu-mir-6952	0.00	0	0
mmu-miR-6953-5p	0.00	mmu-mir-6953	0.00	0	0
mmu-miR-6953-3p	0.00	mmu-mir-6953	0.00	0	0
mmu-miR-6954-5p	0.00	mmu-mir-6954	0.00	0	0
mmu-miR-6954-3p	0.00	mmu-mir-6954	0.00	0	0
mmu-miR-6955-5p	0.00	mmu-mir-6955	0.00	0	0
mmu-miR-6955-3p	0.00	mmu-mir-6955	0.00	0	0
mmu-miR-6956-5p	0.00	mmu-mir-6956	0.00	0	0
mmu-miR-6956-3p	0.00	mmu-mir-6956	0.00	0	0
mmu-miR-6957-5p	0.00	mmu-mir-6957	0.00	0	0
mmu-miR-6957-3p	0.00	mmu-mir-6957	0.00	0	0
mmu-miR-6958-5p	0.00	mmu-mir-6958	0.00	0	0
mmu-miR-6958-3p	0.00	mmu-mir-6958	0.00	0	0
mmu-miR-6959-5p	0.00	mmu-mir-6959	0.00	0	0
mmu-miR-6959-3p	0.00	mmu-mir-6959	0.00	0	0
mmu-miR-696	0.00	mmu-mir-696	0.00	0	0
mmu-miR-6960-5p	0.00	mmu-mir-6960	0.00	0	0
mmu-miR-6960-3p	0.00	mmu-mir-6960	0.00	0	0
mmu-miR-6961-5p	0.00	mmu-mir-6961	0.00	0	0
mmu-miR-6961-3p	0.00	mmu-mir-6961	0.00	0	0
mmu-miR-6962-5p	0.00	mmu-mir-6962	0.00	0	0
mmu-miR-6962-3p	0.00	mmu-mir-6962	0.00	0	0
mmu-miR-6963-5p	0.00	mmu-mir-6963	0.00	0	0
mmu-miR-6963-3p	0.00	mmu-mir-6963	0.00	0	0
mmu-miR-6964-5p	0.00	mmu-mir-6964	0.00	0	0
mmu-miR-6964-3p	0.00	mmu-mir-6964	0.00	0	0
mmu-miR-6965-5p	0.00	mmu-mir-6965	0.00	0	0
mmu-miR-6965-3p	0.00	mmu-mir-6965	0.00	0	0
mmu-miR-6966-5p	0.00	mmu-mir-6966	0.00	0	0
mmu-miR-6966-3p	0.00	mmu-mir-6966	0.00	0	0
mmu-miR-6967-5p	0.00	mmu-mir-6967-1	0.00	0	0
mmu-miR-6967-3p	0.00	mmu-mir-6967-1	0.00	0	0
mmu-miR-6967-5p	0.00	mmu-mir-6967-2	0.00	0	0
mmu-miR-6967-3p	0.00	mmu-mir-6967-2	0.00	0	0
mmu-miR-6968-5p	0.00	mmu-mir-6968	0.00	0	0
mmu-miR-6968-3p	0.00	mmu-mir-6968	0.00	0	0
mmu-miR-6969-5p	0.00	mmu-mir-6969	0.00	0	0
mmu-miR-6969-3p	0.00	mmu-mir-6969	0.00	0	0
mmu-miR-697	0.00	mmu-mir-697	0.00	0	0
mmu-miR-6970-5p	0.00	mmu-mir-6970	0.00	0	0
mmu-miR-6970-3p	0.00	mmu-mir-6970	0.00	0	0
mmu-miR-6971-5p	0.00	mmu-mir-6971	0.00	0	0
mmu-miR-6971-3p	0.00	mmu-mir-6971	0.00	0	0
mmu-miR-6972-5p	0.00	mmu-mir-6972	0.00	0	0
mmu-miR-6972-3p	0.00	mmu-mir-6972	0.00	0	0
mmu-miR-6973a-5p	0.00	mmu-mir-6973a	0.00	0	0
mmu-miR-6973a-3p	0.00	mmu-mir-6973a	0.00	0	0
mmu-miR-6973b-5p	0.00	mmu-mir-6973b	0.00	0	0
mmu-miR-6973b-3p	0.00	mmu-mir-6973b	0.00	0	0
mmu-miR-6974-5p	0.00	mmu-mir-6974	0.00	0	0
mmu-miR-6974-3p	0.00	mmu-mir-6974	0.00	0	0
mmu-miR-6975-5p	0.00	mmu-mir-6975	0.00	0	0
mmu-miR-6975-3p	0.00	mmu-mir-6975	0.00	0	0
mmu-miR-6976-5p	0.00	mmu-mir-6976	0.00	0	0
mmu-miR-6976-3p	0.00	mmu-mir-6976	0.00	0	0
mmu-miR-6977-5p	0.00	mmu-mir-6977	0.00	0	0
mmu-miR-6977-3p	0.00	mmu-mir-6977	0.00	0	0
mmu-miR-6978-5p	0.00	mmu-mir-6978	0.00	0	0
mmu-miR-6978-3p	0.00	mmu-mir-6978	0.00	0	0
mmu-miR-6979-5p	0.00	mmu-mir-6979	0.00	0	0
mmu-miR-6979-3p	0.00	mmu-mir-6979	0.00	0	0
mmu-miR-698-5p	0.00	mmu-mir-698	0.00	0	0
mmu-miR-698-3p	0.00	mmu-mir-698	0.00	0	0
mmu-miR-6980-5p	0.00	mmu-mir-6980	0.00	0	0
mmu-miR-6980-3p	0.00	mmu-mir-6980	0.00	0	0
mmu-miR-6981-5p	0.00	mmu-mir-6981	0.00	0	0
mmu-miR-6981-3p	0.00	mmu-mir-6981	0.00	0	0
mmu-miR-6982-5p	0.00	mmu-mir-6982	0.00	0	0
mmu-miR-6982-3p	0.00	mmu-mir-6982	0.00	0	0
mmu-miR-6983-5p	0.00	mmu-mir-6983	0.00	0	0
mmu-miR-6983-3p	0.00	mmu-mir-6983	0.00	0	0
mmu-miR-6984-5p	0.00	mmu-mir-6984	0.00	0	0
mmu-miR-6984-3p	0.00	mmu-mir-6984	0.00	0	0
mmu-miR-6985-5p	0.00	mmu-mir-6985	0.00	0	0
mmu-miR-6985-3p	0.00	mmu-mir-6985	0.00	0	0
mmu-miR-6986-5p	0.00	mmu-mir-6986	0.00	0	0
mmu-miR-6986-3p	0.00	mmu-mir-6986	0.00	0	0
mmu-miR-6987-5p	0.00	mmu-mir-6987	0.00	0	0
mmu-miR-6987-3p	0.00	mmu-mir-6987	0.00	0	0
mmu-miR-6988-5p	0.00	mmu-mir-6988	0.00	0	0
mmu-miR-6988-3p	0.00	mmu-mir-6988	0.00	0	0
mmu-miR-6989-5p	0.00	mmu-mir-6989	0.00	0	0
mmu-miR-6989-3p	0.00	mmu-mir-6989	0.00	0	0
mmu-miR-6990-5p	0.00	mmu-mir-6990	0.00	0	0
mmu-miR-6990-3p	0.00	mmu-mir-6990	0.00	0	0
mmu-miR-6991-5p	0.00	mmu-mir-6991	0.00	0	0
mmu-miR-6991-3p	0.00	mmu-mir-6991	0.00	0	0
mmu-miR-6992-5p	0.00	mmu-mir-6992	0.00	0	0
mmu-miR-6992-3p	0.00	mmu-mir-6992	0.00	0	0
mmu-miR-6993-5p	0.00	mmu-mir-6993	0.00	0	0
mmu-miR-6993-3p	0.00	mmu-mir-6993	0.00	0	0
mmu-miR-6994-5p	0.00	mmu-mir-6994	0.00	0	0
mmu-miR-6994-3p	0.00	mmu-mir-6994	0.00	0	0
mmu-miR-6995-5p	0.00	mmu-mir-6995	0.00	0	0
mmu-miR-6995-3p	0.00	mmu-mir-6995	0.00	0	0
mmu-miR-6996-5p	0.00	mmu-mir-6996	0.00	0	0
